acupoint,internationalnumber,nickname,meridian,place,symptom,matchpoint,picture,massage,massage_no,moxibustion,moxibustion_no,cupping,cupping_no,puncture,puncture_no,scratch,scratch_no,five_element_point,yuan_primary_point,meridian_name,luo_connecting_point,intersection_point,fiveshu_point
太陽穴," EX-HN5","前關 ",,位於頭部側⾯，眉梢和外眼⾓中間向後⼀橫指凹陷處。,1、舒解偏正頭痛、神經⾎管性頭痛、三叉神經痛、眼睛疲勞等2、緩解⽬⾚腫痛、視神經萎縮等3、解除疲勞、振奮精神、⽌痛醒腦、解除掉髮危機等,高血壓頭痛：太陽、印堂。前額痛：攢竹。額頂脹痛：百會、四神聰。項強：風池。眩暈欲仆：頭維。血管性頭痛：太陽、太衝、合谷。急性結膜炎：太陽、風池、合谷、睛明。電光性眼炎：太陽、攢竹、內迎香。青少年近視眼：太陽、四白、攢竹、手三里、風池、合谷、百會、承泣、球後、睛明。麥粒腫：瞳子髎、太陽、印堂、合谷。眼底出血：太陽、承泣、魚腰、風池。肝氣鬱結：太衝、肝俞。肝腎陰虛：肝俞、腎俞、太溪。脾胃虛弱：足三里、三陰交。外傷絡破：膈俞、合谷、太衝。青光眼：太陽、風池、印堂、魚腰。肝火盛：內關。腎虛：腎俞。中心性視網膜炎：風池、太陽、魚腰、球後、睛明、四白、合谷。拔牙針麻：太陽。上牙：四白。下牙：承漿。上下磨牙：頰車。,https://3.bp.blogspot.com/-STkBBr0G-I8/WP8SidG4BjI/AAAAAAAASq0/cwiRRwPBClsKzu5AJYFjTaKUwES6fjatwCK4B/s640/taiyang.jpg,"按摩:用大拇指按揉200次,每天持續,能治療偏頭痛。",注意事項：按摩前將手搓熱。,"艾灸:用艾條溫和灸太陽10〜20分鐘,可治療頭痛。","注意事項：艾灸時,注意安全。"," "," "," "," ","刮痧:用刮痧板輕輕向下點壓太陽,可治療眩暈、頭痛。",注意事項：用力均勻、不宜迅猛。,NULL,NULL,NULL,NULL,NULL,NULL
夾脊穴," EX-B2","華佗夾脊 ",,在背腰部，當第1胸椎至第5腰椎棘突下兩側，後正中線旁開0.5寸，一側17穴。,適應範圍較廣。其中上胸部的穴位治療心肺、上肢疾病；下胸部的穴位治療胃腸疾病；腰部的穴位治療腰、腹、泌尿生殖系統及下肢疾病。,老年氣喘：定喘、靈台、足三里。坐骨神經痛：命門、次髎、腰陽關、白環俞、腎俞、承扶、殷門。,https://3.bp.blogspot.com/-02GmTPmjDzM/WQBAIKLEcXI/AAAAAAAAS2E/dT9Nzrj6LEc1qgOvqthAp1dEiLCWH6wSwCK4B/s1600/jiaji.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
女膝穴," EX-LE19","足踵 ",,于足後跟正中線赤白肉際處取穴，左右計2穴。,霍亂轉筋，牙痛，牙槽風，驚悸癲狂，齒齦炎，齒槽膿瘍。,轉筋：女膝、承山、承筋。 ,https://1.bp.blogspot.com/-rj_AA49qa-w/WQHUb8-qNeI/AAAAAAAATKM/cykEWxBYdCIvfvJOYSTevqsw49tEcX_FACK4B/s1600/ex-le19.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
委中穴," BL40","血郄, 委中央, 郄中 ",11,"委中、犢鼻、曲泉穴位橫斷面 (引自《嚴振國穴位解剖》)委中穴位 (引自《經絡與穴道》)膝彎膕橫紋中點，當股二頭肌腱與半腱肌腱之間凹陷處。《靈樞•本輸》：「膕中央」；《針灸甲乙經》補充：「約紋中動脈」；《循經考穴編》：「甄權云：在曲腘內兩筋宛宛中。」",泄熱、舒筋、利腰腿。古典：腰脊強痛、身熱、少腹堅腫、小便不利、髀樞痛、腳膝風濕、中暑、癲癇、衄血不止、痔、篡痛、遺尿、目不明、瘛瘲、頭痛、股膝攣痛、風濕痹痛、半身不遂、腳弱無力、熱病汗不出、腹痛、癰疽發背、渾身瘡癩、嘔吐、泄瀉、痢疾、痧症、疔瘡、髮際瘡、中風昏迷、牙關緊閉、轉筋、咽喉疼痛。現代：急性腰扭傷、坐骨神經痛、急性胃腸炎、腓腸肌痙攣、下肢癱瘓、膝關節痛、風疹、濕疹、丹毒、癤、臀部毛囊炎。,衄血劇不止：委中、隱白。腰脊強痛：水溝、委中。腰背痛：委中、崑崙。遺溺：關門、神門、委中。股膝內痛：委中、足三里、三陰交。中暑：水溝、委中。急性腰扭傷：齦交、委中。 ,https://3.bp.blogspot.com/-kFskxH_IFQE/WPdeogmvJuI/AAAAAAAARf0/2TEYagK61d4WWj6qDE3hd64bUNwbAmCZACK4B/s400/weizhong.jpg,"按摩:用大拇指按揉或彈撥200次,每天持續,能治療腰痛、腹痛、頭痛惡風寒等疾病。"," ","艾灸:用艾條溫和灸5~20分鐘,可以治療腰腿痛、"," "," "," "," "," "," "," ",土穴,NULL,足太陽膀胱經,NULL,2,合穴
委陽穴," BL39"," ",11,膝彎部膕橫紋外側端，股二頭肌腱內側緣凹陷處。《靈樞•本輸》：「膕中外廉」，《針灸甲乙經》補充：「兩筋間」；《醫學入門》：「委中外二寸」；《針灸聚英》：「承扶下一尺六寸」。《針灸甲乙經》謂：「承扶下六寸」，似有缺漏。《醫學綱目》：「委陽在承扶下六寸，以今經文考之，當云一尺六寸。」,舒筋、利下焦。古典：腰脊痛、胸滿、身熱、小腹滿、痿厥、癲疾、瘛瘲、小便淋瀝、癃閉、腋下腫痛、遺尿、下肢攣痛、痔、轉筋。現代：乳糜尿、腓腸肌痙攣。,小便淋瀝：志室、中髎、委陽。腋腫：天池、委陽。乳糜尿：三焦俞、膀胱俞、委陽、中極、三陰交。  ,https://3.bp.blogspot.com/-9JoblgP0Yx0/WPdrNfcM-WI/AAAAAAAARhQ/hVLJITd-0ys0y4uFLLNFzcawFD2k5qy2ACK4B/s400/weiyans.jpg,"按摩:用大拇指按揉或彈撥200次,能治療膝關節痛等。"," ","艾灸:用艾條溫和灸5〜20分鐘,可以治療腹脹滿、水腫等疾病。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
子宮穴," EX-CA1","俠玉泉 ",,在下腹部，當臍中下4寸，中極旁開3寸。,子宮脫垂，月經不調，痛經，崩漏，不孕，腸疝痛。,盆腔炎：子宮、八髎、腎俞、氣海、關元、三陰交。血崩不止：子宮、中極。不孕症：子宮、中極、歸來、三陰交、腎俞。子宮脫垂：維道、氣海、百會、三陰交、子宮、曲泉、太衝、照海。 ,https://4.bp.blogspot.com/-stzlPELPgXM/WP7zv0Gce8I/AAAAAAAASoM/soxBrvyRclo1wJwjD_hW7fzklLtAZ50PQCK4B/s1600/zigong2.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
孔最穴," LU6"," ",3,"孔最穴位 (引自《經絡與穴道》)前臂掌面橈側，尺澤與太淵的連線上，腕橫紋上7寸處。《針灸甲乙經》：「去腕上七寸」；《針灸逢源》：「上骨下骨間陷中側取之」。",清熱、發表、利咽。古典：熱病汗不出、潮熱、咳嗽、哮喘、咯血、氣逆、厥頭痛、咽腫痛、失音、肘臂痛屈伸難。現代：支氣管炎、肺炎、肺結核、扁桃體炎、痔血。,熱病汗不出：上髎、孔最。唾血：肺俞、曲澤、孔最。失音：啞門、孔最。發熱、胸痛、咳嗽：大椎、肺俞、孔最。肺結核咯血：尺澤、孔最。  ,https://3.bp.blogspot.com/-JVeLUWRA4dY/WPLzllJE_oI/AAAAAAAAQvw/3VNFaLbX2OQQsnOnchPBSxLki_nyJQSOgCK4B/s1600/kongzui.gif,"按摩:用大拇指按接或彈撥,能防治肺部疾病。","注意事項：力道適中,以有酸脹感為宜。"," "," ","拔罐:前臂酸痛、頭痛用火罐留罐5〜10分鐘,隔天1次。",注意事項：留罐時間不宜超過20分鐘。," "," ","刮痧:發熱無汗、咽痛、頭痛的患者,從上向下刮拭3~5分鐘,隔天1次。",注意事項：宜單向、循經絡刮拭。,NULL,NULL,手太陰肺經,NULL,NULL,NULL
安眠穴," EX-HN22","鎮靜穴, 腦清 ",,位於耳後，在翳風與風池穴聯線的中點。當項部肌肉隆起外緣的凹陷，與胸鎖乳肌停止部乳突下凹陷連線之中點取穴。,失眠，煩躁不安，心悸，精神分裂症，頭痛，癲癇，眼病，耳聾，夜遊症，腦性癱瘓。,內耳性眩暈：印堂、內關、安眠、聽宮、風池。美尼爾氏綜合征：安眠、聽宮。肝火上犯：合谷、太衝、肝俞。痰濁上擾：豐隆、內關。腎陰虧虛：腎俞、內關。小兒夜驚：安眠、內關、神門。夜遊：大椎、百會、足三里、太衝。小兒呼吸節律異常：安眠、膻中、合谷、天突。神經衰弱：安眠、內關、神門、足三里、三陰交。頭暈：印堂、風池。心慌氣短：間使。精神分裂症：風府、啞門、大椎、風池、安眠。狂躁、定神：湧泉、神庭。失眠：百會、大陵、神門。拒食：足三里。頭痛：頭維、風池。手顫抖：曲池、合谷。  ,https://1.bp.blogspot.com/-MgJcv5lG5nk/WQA5DmhUwgI/AAAAAAAAS1Y/mZjqvlODo6gh-qQLdHwt17IC-2De8Nq_wCK4B/s400/anmian.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
完骨穴," GB12"," ",13,頭部耳後乳突後下方凹陷處。當乳突後緣直下，平乳突下緣處，與風府相平。《針灸甲乙經》：「在耳後，入髮際四分」；《針灸集成》：「在竅陰下七分髮際中」。,祛風，清熱，寧神。古典：頭風，耳後痛，牙床急痛，項腫不可俯仰，頰腫引耳，喉痹，瘧，癲狂癇，足不收失履，偏風，手足攣痿。現代：失眠，面癱，流行性腮腺炎，腦發育不全，腦癱，癔病。,痎瘧：完骨、風池、大杼。頭面氣癰腫：完骨、巨髎。喉痹、頸項腫不可俯仰、頰腫引耳後：完骨、天牖、前谷。頸項痛：完骨、頷厭。失眠：完骨、三間。  ,https://1.bp.blogspot.com/-Gd0Fu95laJg/WPX2aFDlL7I/AAAAAAAARMs/DANj9Qzom14BErgRNqG8DSU51BghIYT9wCK4B/s320/wangu.jpg,"按摩:用大拇指按揉200次,每天持續,能治療頭痛、頸項強痛等。","注意事項：力道適中,以有酸脹感為宜。","艾灸:間接灸或溫針灸3〜5壯,艾條灸5〜10分鐘。"," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
定喘穴," EX-B1","喘息 ",,在背部，當第7頸椎棘突下，旁開0.5寸。,哮喘，咳嗽，支氣管炎，呼吸困難，蕁麻疹，落枕，項背部酸痛，上肢疼痛不舉。,肺炎喘甚：定喘、天突、膻中。支氣管哮喘：定喘、大椎、風門、肺俞、天突、膻中、列缺、合谷、豐隆。  ,https://1.bp.blogspot.com/-X-bInYJPmtE/WQAyXAeK6JI/AAAAAAAAS1A/wRMzu-fp6hUhtWBSw6yfaCd8AJ9CcSEwACK4B/s400/dingchuan.jpg,"按摩:用大拇指按揉200次,每天持續,能治療咳嗽、氣喘。","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療哮喘。","注意事項：以局部有溫熱感 、無灼痛為宜。"," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
小海穴," SI8","肘曲泉 ",4,"小海穴位 (引自《經絡與穴道》)肘內側部，尺骨鷹嘴與肱骨內上髁之間凹陷處。當肱骨內上髁後尺神經溝中，旁距肘尖（尺骨鷹嘴）約5分許。《靈樞•本輸》：「在肘內大骨之外，去端半寸陷者中也」；《循經考穴編》：「天井外旁五分」；《類經》張介賓註：「但于肘尖下兩骨罅中，以指捺其筋，則酸麻應于指上」。",散太陽經邪，通小腸熱結、祛風氣、清神志。古典：癲疾，寒熱汗不出，瘧，惡寒，齒齲痛，風眩，頭痛，目眩，項痛引肘腋，頰腫，頷、頸、肩、臑、肘、臂外後廉痛，耳聾，目黃，四肢不舉，腰痛引少腹，心中煩，背膂振寒，狂易。現代：尺神經痛、精神分裂症、舞蹈病。,精神病：小海、合谷、大陵、神門、行間、心俞。  ,https://3.bp.blogspot.com/-0K8Gh_SsPRE/WPYZgwbLWHI/AAAAAAAARPI/VBIyUAufTTIh9yQx9EcGZEKOhYOWnZSFACK4B/s400/xiaohai.jpg," "," "," "," "," "," "," "," "," "," ",土穴,NULL,手太陽小腸經,NULL,NULL,合穴
小腸俞穴," BL27"," ",11,"腎俞、大腸俞、小腸俞、膀胱俞穴位橫斷面 (引自《嚴振國穴位解剖》)小腸俞穴位 (引自《經絡與穴道》)骶部骶正中嵴旁開1.5寸，與第一骶後孔相平處。當上髎外方，髂後上棘與骶骨間的凹陷中。《針灸甲乙經》：「在第十八椎下兩傍各一寸五分」。",通調小腸、清利濕熱。古典：小腹痛、腰脊強痛、小便黃赤、口乾、腹瀉、便膿血、小便不利、痔痛、帶下、小便淋瀝、遺尿、頭痛、中暑、遺精、便秘、消渴。現代：骶髂關節炎、腸炎、盆腔炎。,腰脊疝痛：小腸俞、中膂俞、白環俞。大小便難、淋癃：長強、小腸俞。類風濕脊椎炎：大椎、脾俞、腎俞、小腸俞。,https://3.bp.blogspot.com/-HAxRLGfuywo/WPd9jmsr5kI/AAAAAAAARkA/lrbNtqCWAPA8pOy_WKr7FTfW6KuF7GaZQCK4B/s320/xinochaogshu.jpg,"按摩:用大拇指按揉200次,每天持續,能治療腹痛、便秘。"," ","艾灸:用艾條溫和灸5〜20分鐘,可用於治療遺精、遺尿等。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
小骨空穴,NULL,NULL,,小指背側近側指間關節的中點處,手節疼，目痛，眼疾及爛眩風眼，目赤腫痛，目翳，耳聾，喉痛,NULL,https://3.bp.blogspot.com/-jrz_X6c-6nw/WQF4w-pE3hI/AAAAAAAATAM/vbGYxUGjRBYR75LKrZiJcAZYYqtuPZJ5gCK4B/s400/xiaogukong.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
少商穴," LU11"," ",3,手拇指末節橈側，距指甲角1分處。《靈樞•本輸》：「手大指端內側」，《針灸甲乙經》補充：「去爪甲如韭葉」；《外台秘要》：「在手大拇指甲外畔，當角一韭葉白肉際宛宛中。」《針灸集成》：「爪甲角距肉三分許，與第一節橫紋頭相直。」即拇指指甲廓橈側角後旁1分凹陷處。,醒神、利咽、清熱。古典：熱病、咽喉腫痛、喉中閉塞、乳娥、音啞、雀目、熱病、心煩、中風、昏迷、癲狂、癇症、小兒驚風、麻疹不出、咳嗽、氣喘、嘔吐、腹脹、項腫、手臂不仁、腕攣、指痛。現代：流行性感冒，急性咽喉炎、扁桃體炎、腮腺炎、白喉、百日咳、慢性支氣管炎（急性發作期）、鼻衄、昏厥、休克、胎位不正、精神分裂症。,咽喉腫痛：天突、合谷、少商。久咳：天柱、少商。嘔吐：勞宮、少商。胃中結痞：上脘、中脘、下脘、太淵、少商、太衝、大敦。中風：少商、商陽、中衝、少澤、少衝。暈厥：水溝、少商。  ,https://1.bp.blogspot.com/-1Rr3ltAywZk/WPOpEiZ94QI/AAAAAAAAQ0E/3tpf5bE-36kTk_3fTBx2EcAwnua0p7UnACK4B/s320/shaoshang.jpg,"按摩:用大拇指指尖用力掐揉,可治療腦中風昏迷中暑、小兒驚風。","注意事項：適合重按,力道稍大。","艾灸:神志恍惚,言語錯亂者 用艾條溫和灸少商5~10分鐘。",注意事項：距皮膚2〜3公分熏灸," "," ","刺血:咽喉腫痛 腦中風昏迷,中暑者,可在少商用三棱針點刺放血。",注意事項：注意針刺前消毒,"刮痧:從手指近端向透端刮拭3~5分鐘,每天3~5次,可治療咳嗽等。",注意事項：宜單向、循經絡刮拭,木穴,NULL,手太陰肺經,NULL,NULL,井穴
少府穴," HT8"," ",5,手掌面，第4、5掌骨之間，掌遠紋中。握拳時，當小指尖所指處。橫與勞宮相平。《針灸甲乙經》：「在小指本節後陷者中，直勞宮」；《循經考穴編》：「居小指本節後歧骨縫陷中」。,清心火。古典：心悸，胸痛，臂酸，小指拘攣，掌中熱，陰挺，陰部瘙痒，卒疝，小便不利，遺尿，久瘧振寒，煩滿，少氣，悲恐畏人，嗌中有氣如息肉狀。現代：心律失常。,嗌中有氣如息肉狀：少府、蠡溝。小便不利、癃：少府、足三里。心律不齊：少府、通里、內關、大陵。  ,https://2.bp.blogspot.com/-N2YXZkySpjw/WPXF2krw_QI/AAAAAAAARJ4/te3iqPwUntIf5hOZGT-45la55llKEkYDACK4B/s400/shaofu.jpg,"按摩:用大拇指按揉或彈撥,能治療手掌麻木、失眠、健忘。","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療小便不利。",注意事項：距皮膚2〜3公分熏灸。," "," "," "," ","刮痧:從掌根向指尖刮拭3~5分鐘,隔天1次,可治療癰瘍、陰痛、心煩",注意事項：宜單向、循經絡刮拭。,火穴,NULL,手少陰心經,NULL,NULL,滎穴
少海穴," HT3","曲節 ",5,"少海、尺澤、曲池穴位橫斷面 (引自《嚴振國穴位解剖》)少海穴位 (引自《經絡與穴道》)肘內側，屈肘時肘橫紋內側端與肱骨內上髁連線的中點處。《針灸甲乙經》：「在肘內廉，節後陷者中」；《外台秘要》引甄權云：「穴在臂側曲肘內橫紋頭，屈手向頭而取之」；《太平聖惠方》：「在肘大骨外，在肘端五分陷者中，屈肘乃得之。」",疏心氣，清包絡，寧神志，化痰涎。古典：心痛，嘔吐涎沫，兩臂頑麻，手顫肘攣，腋痛，瘰癧，健忘，氣逆。現代：淋巴結炎，精神分裂症，肋間神經痛，尺神經痛。,心疼手顫：少海、陰市。兩臂頑麻：少海、手三里。瘰癧：少海、天井。尺神經痛：少海、神門、陰郄、通里、青靈。  ,https://1.bp.blogspot.com/-pE61PQYkn0g/WPWy0zoa0wI/AAAAAAAARH4/BkiChZQ-sFUnjqb7v9Rc4VpNLjsb1bsbACK4B/s400/shaohai.jpg,"按摩:用大拇指按揉或彈撥,能治療前臂麻木。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療高爾夫球肘、心痛等。"," "," "," "," "," "," "," ",水穴,NULL,手少陰心經,NULL,NULL,合穴
少澤穴," SI1","小吉 ",4,小指末節尺側，距指甲角1分處。《靈樞•本輸》：「小指之端也」；《針灸甲乙經》：「去爪甲一分陷者中」；《千金要方》：「在手小指端外側」；即小指指甲廓尺側角後旁1分凹陷處。,清熱、利咽、通乳。古典：寒熱汗不出、頭痛、振寒、喉痹、舌急捲、口熱煩心、心痛、短氣、胸脅痛、咳嗽、瘛瘲、黃疸、鼻衄、臂內廉痛、乳腫、婦人產後無乳、痎瘧、中風、癲疾、目翳、耳聾、舌強不能言、項強、小指不用、咽中乾、吐血、風痰。現代：乳汁分泌不足、乳腺炎、精神分裂症、前臂痛、昏迷。,瘧寒汗不出：少澤、復溜、崑崙。胬肉攀睛：少澤、肝俞。婦人乳腫：(1)少澤、太陽。(2)少澤、足臨泣。乳汁分泌不足：少澤、乳根、膻中、合谷。,https://4.bp.blogspot.com/-PniA23zTZEE/WPXNI65hjJI/AAAAAAAARKo/rAb1mZjLT20sXFKL6j_mdiWyxg3T89DJACK4B/s320/shaoze.jpg,"按摩:用大拇指指尖掐按,能治療熱病、腦中風昏迷。",注意事項：按摩力道可以稍重。,"艾灸:用艾條溫和灸5~20分鐘,每天1次,可用於治療心痛。",注意事項：距皮膚2〜3公分熏灸。," "," ","刺血:用三棱針在少澤點刺放血1~2毫升,可治療乳癰、產後缺乳。",注意事項：孕婦慎用。,"刮痧:從手指近端向遠端刮拭3~5分鐘,每天3~5次,可治療心痛等",注意事項：宜單向、循經絡刮拭。,金穴,NULL,手太陽小腸經,NULL,NULL,井穴
少衝穴," HT9",經始、少沖,5,手小指末節橈側，距指甲角1分處。《針灸甲乙經》：「在手小指內廉之端，去爪甲（角）如韭葉。」即小指指甲廓橈側角後旁1分凹陷處。,開心竅，清神志，蘇厥逆，泄邪熱。古典：心痛，心悸，黃疸，胸脅痛，悲恐善驚，喉痹，熱病煩躁不安，中風，口中熱，舌本痛，咽喉中酸，乍寒乍熱，手不伸，掌中熱，掌痛。現代：心肌炎、喉炎、休克。,口中熱：少衝、大鍾。發熱：少衝、曲池。,https://4.bp.blogspot.com/-BcvLVS8RiK0/WPXJSFGMvCI/AAAAAAAARKY/mRXoBVQXcjs4pH2r1dy8BmFiXvkeEtF5QCK4B/s400/shaochong.jpg,"按摩:用大拇指指尖掐按,能治療熱病昏厥,緩解焦慮","注意事項：逐漸用力掐按,忌用蠻力。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療癲狂。",注意事項：以局部有溫熱感、無灼痛為宜。," "," ","刺血:手指麻木、心痛者,可用三棱針在少衝點刺放血1~2毫升。",注意事項：注意針刺前消毒。,"刮痧:從手指近端向遠端刮拭3~5分鐘,每天3~5次,可治療心痛等。",注意事項：宜單向、循經絡刮拭。,木穴,NULL,手少陰心經,NULL,NULL,井穴
