acupoint,symptom,meridian
地倉穴,三叉神經痛,3
地倉穴,中風,3
地倉穴,口中生瘡破皮,3
地倉穴,口乾口渴,3
地倉穴,口歪,3
地倉穴,口歪眼斜,3
地倉穴,口角自動會流口水,3
地倉穴,啞,3
地倉穴,嘴唇乾裂,3
地倉穴,嘴裡發苦,3
地倉穴,失音,3
地倉穴,暈眩,3
地倉穴,正側下臉頰痛,3
地倉穴,流涎,3
地倉穴,牙周疾病,3
地倉穴,牙齒痛,3
地倉穴,牙齒緊閉口張不開,3
地倉穴,牙齦出血,3
地倉穴,牙齦腫脹,3
地倉穴,目閏動,3
地倉穴,眼皮水腫,3
地倉穴,眼瞼動,3
地倉穴,眼瞼瞤動,3
地倉穴,睡眠時磨牙,3
地倉穴,肥胖,3
地倉穴,言語障礙,3
地倉穴,貝爾氏癱瘓,3
地倉穴,面部浮腫,3
地倉穴,顏面抽搐,3
地士穴,氣喘,NULL
地宗穴,急救,NULL
地機穴,下肢水腫,4
地機穴,下腹部痛,4
地機穴,不嗜食,4
地機穴,乳房硬結,4
地機穴,乳腺炎,4
地機穴,全身性水腫,4
地機穴,十二指腸炎,4
地機穴,喝水之後吐水,4
地機穴,大便溏,4
地機穴,大便稀薄,4
地機穴,子宮內膜異位症,4
地機穴,子宮崩漏,4
地機穴,子宮發炎,4
地機穴,小便不利,4
地機穴,小便尿不乾淨,4
地機穴,小便渾濁不清,4
地機穴,小便量多顏色像水,4
地機穴,尿中挾有膿液,4
地機穴,尿道炎,4
地機穴,尿道結石,4
地機穴,帶下如水樣,4
地機穴,帶下色黃且夾雜膿血,4
地機穴,帶下黏稠,4
地機穴,慢性肝炎,4
地機穴,排尿困難,4
地機穴,排尿疼痛,4
地機穴,暈眩,4
地機穴,月經不調,4
地機穴,月經期間腹瀉,4
地機穴,月經痛,4
地機穴,月經稀少,4
地機穴,月經週期不規則,4
地機穴,梅尼爾氏病,4
地機穴,水腫,4
地機穴,泄瀉,4
地機穴,痛經,4
地機穴,痢疾,4
地機穴,白帶,4
地機穴,神經性厭食症,4
地機穴,糖尿病,4
地機穴,經血如水樣,4
地機穴,肥胖,4
地機穴,胃脘痛,4
地機穴,胃腸脹氣,4
地機穴,胃酸逆流,4
地機穴,胃食道逆流,4
地機穴,腰痛,4
地機穴,腹瀉,4
地機穴,腹痛,4
地機穴,腹股溝疝氣,4
地機穴,足跟痛,4
地機穴,遺精,4
地機穴,陰道炎,4
地機穴,食慾不佳,4
地機穴,黃帶,4
地皇穴,糖尿病,NULL
地皇穴,腎臟炎,NULL
地皇穴,腎虧,NULL
地陽穴,前列腺腫大,NULL
地陽穴,疝氣痛,NULL
地陽穴,睪丸瘤,NULL
地陽穴,睪丸癌,NULL
地陽穴,陰囊水腫,NULL
地陽穴,陰莖痛,NULL
地陽穴,隱睪症,NULL
外三關一穴,喉癌,NULL
外三關一穴,瘰癧,NULL
外三關一穴,紅鼻子,NULL
外三關三穴,喉癌,NULL
外三關三穴,瘰癧,NULL
外三關三穴,紅鼻子,NULL
外三關二穴,喉癌,NULL
外三關二穴,瘰癧,NULL
外三關二穴,紅鼻子,NULL
外丘穴,下肢痿痹,11
外丘穴,下肢麻木,11
外丘穴,坐骨神經痛,11
外丘穴,寒熱,11
外丘穴,小兒龜胸,11
外丘穴,小腿痛,11
外丘穴,慢性肝炎,11
外丘穴,手痛,11
外丘穴,手肘內側痛,11
外丘穴,痿痹,11
外丘穴,瘋犬傷毒不出,11
外丘穴,癲疾,11
外丘穴,肋間疼痛,11
外丘穴,胸痛,11
外丘穴,胸脅支滿,11
外丘穴,胸脅痛,11
外丘穴,脖子酸痛,11
外丘穴,腳氣病,11
外丘穴,臀部痛,11
外丘穴,頭痛,11
外丘穴,頸部痠痛,11
外丘穴,頸項強痛,11
外勞宮穴,小兒驚風,NULL
外勞宮穴,手背紅腫發痛,NULL
外勞宮穴,消化不良,NULL
外勞宮穴,腹痛,NULL
外勞宮穴,落枕,NULL
外白穴,皮膚病,NULL
外耳穴,中風昏迷之急救,NULL
外耳穴,心律不整,NULL
外耳穴,心悸,NULL
外耳穴,頭昏,NULL
外耳穴,頭暈,NULL
外耳穴,頭痛,NULL
外谿穴,久年頭痛,NULL
外谿穴,偏頭痛,NULL
外谿穴,胃及十二指腸炎,NULL
外谿穴,項緊,NULL
外谿穴,頭昏,NULL
外谿穴,頭脹,NULL
外踝尖穴,牙痛,NULL
外踝尖穴,腓腸肌痙攣,NULL
外踝尖穴,腳氣,NULL
外間穴,小腸脹氣,NULL
外間穴,尿道炎,NULL
外間穴,牙痛,NULL
外間穴,疝氣,NULL
外間穴,胃脘痛,NULL
外間穴,膀胱炎,NULL
外關穴,三叉神經痛,10
外關穴,上呼吸道感染,10
外關穴,下巴痛,10
外關穴,中耳炎,10
外關穴,偏頭痛,10
外關穴,全身酸痛,10
外關穴,半身不遂,10
外關穴,原發性高血壓,10
外關穴,口歪眼斜,10
外關穴,咽喉痛,10
外關穴,喉氣管炎,10
外關穴,四肢感到疼痛,10
外關穴,四肢抽搐,10
外關穴,四肢麻痺癱瘓,10
外關穴,夜間遺尿,10
外關穴,大便時間較長,10
外關穴,大便秘結,10
外關穴,忽冷忽熱,10
外關穴,急性咽喉炎,10
外關穴,感冒,10
外關穴,慢性喉炎,10
外關穴,手指疼痛,10
外關穴,手顫,10
外關穴,月經期間眼睛痛,10
外關穴,正側臉頰痛,10
外關穴,流鼻血,10
外關穴,消化不良,10
外關穴,無名指痛,10
外關穴,熱病,10
外關穴,產後乳汁不足,10
外關穴,痛風,10
外關穴,發熱,10
外關穴,發燒,10
外關穴,目赤腫痛,10
外關穴,眼睛疼痛,10
外關穴,眼睛紅痛,10
外關穴,睡眠障礙,10
外關穴,砂眼,10
外關穴,耳朵痛,10
外關穴,耳聾,10
外關穴,耳鳴,10
外關穴,肋間疼痛,10
外關穴,肘臂屈伸不利,10
外關穴,肥胖,10
外關穴,肩背交接痛,10
外關穴,肩背痛,10
外關穴,肺炎,10
外關穴,胸悶,10
外關穴,脅痛,10
外關穴,脖子酸痛,10
外關穴,腮腺炎,10
外關穴,腰痛,10
外關穴,落枕,10
外關穴,遺尿,10
外關穴,針眼,10
外關穴,陽池穴附近痛,10
外關穴,頭痛,10
外關穴,頰痛,10
外關穴,頸部痠痛,10
外陵穴,月經痛,3
外陵穴,疝氣,3
外陵穴,痛經,3
外陵穴,腹痛,3
外陵穴(小腿區),下肢麻痺,NULL
外陵穴(小腿區),痿症,NULL
外陵穴(小腿區),腳扭傷,NULL
外陵穴(小腿區),腳痛,NULL
大包穴,全身疼痛,4
大包穴,全身酸痛,4
大包穴,前胸側痛,4
大包穴,咳嗽,4
大包穴,喘息,4
大包穴,四肢感到疼痛,4
大包穴,四肢無力,4
大包穴,四肢痿軟無力,4
大包穴,容易嘆氣,4
大包穴,容易生氣,4
大包穴,心包炎,4
大包穴,氣喘,4
大包穴,產後乳汁不足,4
大包穴,肋間疼痛,4
大包穴,肺炎,4
大包穴,胸悶,4
大包穴,胸脅病,4
大包穴,胸脅痛,4
大包穴,身體消瘦,4
大巨穴,便秘,3
大巨穴,善驚,3
大巨穴,失眠,3
大巨穴,小便不利,3
大巨穴,小腹脹滿,3
大巨穴,尿閉,3
大巨穴,早泄,3
大巨穴,月經痛,3
大巨穴,疝氣,3
大巨穴,腹瀉,3
大巨穴,腹痛,3
大巨穴,遺精,3
大敦穴,下腹部痛,12
大敦穴,中風,12
大敦穴,冠狀動脈疾病,12
大敦穴,嗜眠症,12
大敦穴,嗜睡症,12
大敦穴,嘴裡發苦,12
大敦穴,四肢感到疼痛,12
大敦穴,四肢麻痺癱瘓,12
大敦穴,夜間遺尿,12
大敦穴,大便時間較長,12
大敦穴,大便秘結,12
大敦穴,子宮崩漏,12
大敦穴,子宮脫垂,12
大敦穴,小便難,12
大敦穴,小兒驚風,12
大敦穴,少腹痛,12
大敦穴,尿失禁,12
大敦穴,尿血,12
大敦穴,崩漏,12
大敦穴,心絞痛,12
大敦穴,心臟痛,12
大敦穴,怕冷,12
大敦穴,排尿困難,12
大敦穴,排尿疼痛,12
大敦穴,昏厥,12
大敦穴,月經不調,12
大敦穴,月經延後到來,12
大敦穴,月經週期不規則,12
大敦穴,流鼻血,12
大敦穴,消化不良,12
大敦穴,淋疾,12
大敦穴,滯產,12
大敦穴,疝氣,12
大敦穴,癃閉,12
大敦穴,癇證,12
大敦穴,癲狂,12
大敦穴,癲癇,12
大敦穴,目眩,12
大敦穴,糖尿病,12
大敦穴,肝癌,12
大敦穴,胃脘痛,12
大敦穴,腳氣病,12
大敦穴,腹痛,12
大敦穴,腹股溝疝氣,12
大敦穴,腹脹,12
大敦穴,血尿,12
大敦穴,遺尿,12
大敦穴,遺精,12
大敦穴,陰中痛,12
大敦穴,陰挺,12
大敦穴,陰莖疼痛搔癢,12
大敦穴,面色發白,12
大杼穴,上呼吸道感染,7
大杼穴,中暑,7
大杼穴,咳嗽,7
大杼穴,咽喉痛,7
大杼穴,喉氣管炎,7
大杼穴,喉痹,7
大杼穴,寒熱,7
大杼穴,急性咽喉炎,7
大杼穴,感冒,7
大杼穴,慢性喉炎,7
大杼穴,支氣管炎,7
大杼穴,暈眩,7
大杼穴,梅尼爾氏病,7
大杼穴,氣喘,7
大杼穴,瘛瘲,7
大杼穴,瘧疾,7
大杼穴,癲疾,7
大杼穴,癲癇,7
大杼穴,發熱,7
大杼穴,發燒,7
大杼穴,白痰,7
大杼穴,白鼻涕,7
大杼穴,肋間疼痛,7
大杼穴,肩背交接痛,7
大杼穴,肩背痛,7
大杼穴,肺炎,7
大杼穴,胸滿,7
大杼穴,脖子酸痛,7
大杼穴,腰痛,7
大杼穴,腰背痛,7
大杼穴,腹痛,7
大杼穴,項強,7
大杼穴,頭痛,7
大杼穴,頭脹,7
大杼穴,頭重,7
大杼穴,頸部痠痛,7
大杼穴,骨蒸潮熱,7
大杼穴,黃痰,7
大杼穴,黃鼻涕,7
大杼穴,鼻塞,7
大杼穴,鼻子乾燥,7
大椎穴,七傷乏力,13
大椎穴,上吐下瀉,13
大椎穴,上呼吸道感染,13
大椎穴,中暑,13
大椎穴,乾嘔,13
大椎穴,五勞七傷,13
大椎穴,五勞虛損,13
大椎穴,五十肩,13
大椎穴,咳嗽,13
大椎穴,咽炎,13
大椎穴,哮喘,13
大椎穴,喘逆,13
大椎穴,嘔吐,13
大椎穴,在晚上或夜間會發熱,13
大椎穴,夜間盜汗,13
大椎穴,大椎穴痛,13
大椎穴,女陰搔癢,13
大椎穴,小兒驚風,13
大椎穴,尾椎疼痛,13
大椎穴,帶狀疱疹,13
大椎穴,忽冷忽熱,13
大椎穴,怕冷,13
大椎穴,怕吹到風,13
大椎穴,感冒,13
大椎穴,慢性鼻竇炎,13
大椎穴,手痛,13
大椎穴,手腳冰冷,13
大椎穴,打噴嚏,13
大椎穴,支氣管炎,13
大椎穴,易感到驚嚇,13
大椎穴,月經期間身體發熱,13
大椎穴,氣喘,13
大椎穴,汗出,13
大椎穴,泄瀉,13
大椎穴,流鼻涕或流鼻水,13
大椎穴,濕疹,13
大椎穴,熱病,13
大椎穴,痔瘡,13
大椎穴,痛風,13
大椎穴,瘛瘲,13
大椎穴,瘧疾,13
大椎穴,癲狂,13
大椎穴,癲狂癇證,13
大椎穴,癲癇,13
大椎穴,發冷,13
大椎穴,發熱,13
大椎穴,發燒,13
大椎穴,盜汗,13
大椎穴,目眩,13
大椎穴,目赤腫痛,13
大椎穴,眼白部分有紅血絲,13
大椎穴,眼睛癢,13
大椎穴,眼部產生飛蚊現象,13
大椎穴,破傷風,13
大椎穴,神經衰弱症,13
大椎穴,糖尿病,13
大椎穴,系統性紅斑性狼瘡,13
大椎穴,肩背痛,13
大椎穴,肩頸交接處痛,13
大椎穴,肺氣腫,13
大椎穴,肺結核,13
大椎穴,背部感覺冷,13
大椎穴,背部感覺發熱,13
大椎穴,脖子酸痛,13
大椎穴,腰痛,13
大椎穴,腰脊強,13
大椎穴,落枕,13
大椎穴,蕁麻疹,13
大椎穴,衄血,13
大椎穴,角弓反張,13
大椎穴,諸虛百損,13
大椎穴,貧血,13
大椎穴,身體易出汗,13
大椎穴,身體發低熱,13
大椎穴,身體發熱四肢冰冷,13
大椎穴,遺精,13
大椎穴,陰囊搔癢,13
大椎穴,陰道炎,13
大椎穴,霍亂,13
大椎穴,項強,13
大椎穴,頭暈,13
大椎穴,頭痛,13
大椎穴,頭部發冷,13
大椎穴,頭部發熱,13
大椎穴,頸椎病,13
大椎穴,頸部痠痛,13
大椎穴,頸項強痛,13
大椎穴,類風濕性關節炎,13
大椎穴,風疹,13
大椎穴,骨蒸潮熱,13
大椎穴,骨蒸盜汗,13
大椎穴,骨關節病,13
大椎穴,黃疸,13
大椎穴,鼻塞,13
大橫穴,上呼吸道感染,4
大橫穴,便秘,4
大橫穴,四肢痿軟無力,4
大橫穴,大便時間較長,4
大橫穴,大便溏,4
大橫穴,大便秘結,4
大橫穴,大便稀薄,4
大橫穴,心悸,4
大橫穴,感冒,4
大橫穴,月經期間腹瀉,4
大橫穴,泄瀉,4
大橫穴,洞泄,4
大橫穴,消化不良,4
大橫穴,痢疾,4
大橫穴,肚臍周圍痛,4
大橫穴,肥胖,4
大橫穴,胃腸脹氣,4
大橫穴,腹瀉,4
大橫穴,腹痛,4
大白穴,急性肺炎,NULL
大腸俞穴,下肢萎縮,7
大腸俞穴,便秘,7
大腸俞穴,坐骨神經痛,7
大腸俞穴,夜間遺尿,7
大腸俞穴,大便像羊屎,7
大腸俞穴,大便出血,7
大腸俞穴,大便失禁,7
大腸俞穴,大便時間較長,7
大腸俞穴,大便溏,7
大腸俞穴,大便秘結,7
大腸俞穴,大便稀薄,7
大腸俞穴,大便膿血,7
大腸俞穴,大便非常臭,7
大腸俞穴,小便不利,7
大腸俞穴,排尿困難,7
大腸俞穴,排尿疼痛,7
大腸俞穴,月經期間大便出血,7
大腸俞穴,月經期間腹瀉,7
大腸俞穴,月經痛,7
大腸俞穴,椎間盤疾病,7
大腸俞穴,泄瀉,7
大腸俞穴,消化不良,7
大腸俞穴,痔瘡,7
大腸俞穴,痛經,7
大腸俞穴,痢疾,7
大腸俞穴,肚臍周圍痛,7
大腸俞穴,肛門出血,7
大腸俞穴,胃腸出血,7
大腸俞穴,胃腸感覺不舒服,7
大腸俞穴,胃腸脹氣,7
大腸俞穴,背部腎區痛,7
大腸俞穴,脫肛,7
大腸俞穴,腎炎,7
大腸俞穴,腎結石,7
大腸俞穴,腰痛,7
大腸俞穴,腰脊強痛,7
大腸俞穴,腰腿痛,7
大腸俞穴,腸鳴,7
大腸俞穴,腹中有鳴叫聲,7
大腸俞穴,腹瀉,7
大腸俞穴,腹痛,7
大腸俞穴,腹脹,7
大腸俞穴,臀部痛,7
大腸俞穴,輸尿管結石,7
大腸俞穴,過早射精,7
大腸俞穴,遺尿,7
大赫穴,下腹部痛,8
大赫穴,不妊,8
大赫穴,不孕,8
大赫穴,大便溏,8
大赫穴,大便稀薄,8
大赫穴,子宮脫垂,8
大赫穴,少尿,8
大赫穴,帶下,8
大赫穴,早泄,8
大赫穴,月經不調,8
大赫穴,月經期間腹瀉,8
大赫穴,月經痛,8
大赫穴,月經週期不規則,8
大赫穴,泄瀉,8
大赫穴,無尿,8
大赫穴,男性勃起障礙,8
大赫穴,痛經,8
大赫穴,痢疾,8
大赫穴,白帶,8
大赫穴,腹瀉,8
大赫穴,膀胱炎,8
大赫穴,赤白帶,8
大赫穴,過早射精,8
大赫穴,遺精,8
大赫穴,陰莖疼痛搔癢,8
大赫穴,陰部痛,8
大赫穴,陽痿,8
大赫穴,黃帶,8
大迎穴,口噤,3
大迎穴,口歪,3
大迎穴,牙痛,3
大迎穴,瘰癧,3
大迎穴,癲疾,3
大迎穴,發熱,3
大迎穴,面腫,3
大迎穴,頰腫,3
大迎穴,齒痛,3
大都穴,上吐下瀉,4
大都穴,乾嘔,4
大都穴,便秘,4
大都穴,十二指腸炎,4
大都穴,嘔吐,4
大都穴,嘔逆,4
大都穴,四肢浮腫發脹,4
大都穴,大便時間較長,4
大都穴,大便溏,4
大都穴,大便秘結,4
大都穴,大便稀薄,4
大都穴,大便難,4
大都穴,心臟痛,4
大都穴,打嗝,4
大都穴,月經期間腹瀉,4
大都穴,泄瀉,4
大都穴,消化不良,4
大都穴,熱病,4
大都穴,痢疾,4
大都穴,發冷,4
大都穴,發熱,4
大都穴,發燒,4
大都穴,胃痛,4
大都穴,胃脘痛,4
大都穴,胃腸脹氣,4
大都穴,胃酸逆流,4
大都穴,胃食道逆流,4
大都穴,腰痛,4
大都穴,腳大趾痛,4
大都穴,腳背痛,4
大都穴,腹瀉,4
大都穴,腹痛,4
大都穴,腹脹,4
大都穴,食不化,4
大鍾穴,善驚,8
大鍾穴,大便難,8
大鍾穴,癃閉,8
大鍾穴,腰痛,8
大鍾穴,腰脊強痛,8
大鍾穴,腹滿,8
大鍾穴,足跟痛,8
大鐘穴,二便不利,NULL
大鐘穴,口中生瘡破皮,NULL
大鐘穴,咳嗽,NULL
大鐘穴,咳血,NULL
大鐘穴,咽喉痛,NULL
大鐘穴,喉氣管炎,NULL
大鐘穴,嗜臥,NULL
大鐘穴,大便時間較長,NULL
大鐘穴,大便秘結,NULL
大鐘穴,心悸,NULL
大鐘穴,急性咽喉炎,NULL
大鐘穴,慢性喉炎,NULL
大鐘穴,排尿困難,NULL
大鐘穴,排尿疼痛,NULL
大鐘穴,智能低下,NULL
大鐘穴,月經不調,NULL
大鐘穴,月經週期不規則,NULL
大鐘穴,氣喘,NULL
大鐘穴,沉默痴呆,NULL
大鐘穴,痴呆,NULL
大鐘穴,睡眠障礙,NULL
大鐘穴,神經衰弱症,NULL
大鐘穴,腰痛,NULL
大鐘穴,腰脊強痛,NULL
大鐘穴,表情淡漠,NULL
大鐘穴,語無倫次,NULL
大鐘穴,足跟痛,NULL
大間穴,三叉神經,NULL
大間穴,小兒氣喘,NULL
大間穴,心內膜炎,NULL
大間穴,心臟性喘息,NULL
大間穴,扁桃腺炎,NULL
大間穴,疳積,NULL
大間穴,眼痛,NULL
大間穴,膝蓋痛,NULL
大陵穴,上半身易出汗,9
大陵穴,乾嘔,9
大陵穴,偏頭痛,9
大陵穴,前胸疼痛,9
大陵穴,十二指腸炎,9
大陵穴,口乾口渴,9
大陵穴,口臭,9
大陵穴,吐血,9
大陵穴,咽喉痛,9
大陵穴,咽喉部乾燥,9
大陵穴,喉氣管炎,9
大陵穴,喉痹,9
大陵穴,喘逆,9
大陵穴,喜笑悲恐,9
大陵穴,嘔吐,9
大陵穴,失眠,9
大陵穴,容易飢餓食慾好,9
大陵穴,後頭痛,9
大陵穴,心包炎,9
大陵穴,心悸,9
大陵穴,心煩,9
大陵穴,心痛,9
大陵穴,心肌炎,9
大陵穴,心臟痛,9
大陵穴,急性咽喉炎,9
大陵穴,感到噁心反胃,9
大陵穴,感到煩燥,9
大陵穴,慢性喉炎,9
大陵穴,手痛,9
大陵穴,手腳易出汗,9
大陵穴,氣喘,9
大陵穴,消化不良,9
大陵穴,瘧疾,9
大陵穴,癇證,9
大陵穴,癲狂,9
大陵穴,癲癇,9
大陵穴,發熱,9
大陵穴,發燒,9
大陵穴,眼睛發黃,9
大陵穴,眼睛紅痛,9
大陵穴,睡眠障礙,9
大陵穴,砂眼,9
大陵穴,神經衰弱症,9
大陵穴,系統性紅斑性狼瘡,9
大陵穴,耳鳴,9
大陵穴,肋間疼痛,9
大陵穴,胃痛,9
大陵穴,胃脘痛,9
大陵穴,胃腸出血,9
大陵穴,胸中熱,9
大陵穴,胸悶,9
大陵穴,胸痛,9
大陵穴,胸脅痛,9
大陵穴,腕關節疼痛,9
大陵穴,腕隧道症候群,9
大陵穴,足跟痛,9
大陵穴,針眼,9
大陵穴,頭痛,9
大陵穴,頭頂痛,9
大陵穴,驚悸,9
大骨空穴,內障久痛,NULL
大骨空穴,吐瀉,NULL
大骨空穴,目痛,NULL
大骨空穴,目翳,NULL
大骨空穴,衄多不止,NULL
大骨空穴,風眩爛眼,NULL
天井穴,中風,10
天井穴,偏頭痛,10
天井穴,前胸疼痛,10
天井穴,咽喉痛,10
天井穴,喉氣管炎,10
天井穴,喉痹,10
天井穴,心痛,10
天井穴,心臟痛,10
天井穴,急性咽喉炎,10
天井穴,慢性喉炎,10
天井穴,扁桃腺炎,10
天井穴,支氣管炎,10
天井穴,甲狀腺機能減退,10
天井穴,甲狀腺炎,10
天井穴,甲狀腺腫,10
天井穴,瘰癧,10
天井穴,癭氣,10
天井穴,癲癇,10
天井穴,皮膚搔癢,10
天井穴,目赤,10
天井穴,眼睛紅痛,10
天井穴,砂眼,10
天井穴,耳聾,10
天井穴,肋間疼痛,10
天井穴,肩臂痛,10
天井穴,胸痛,10
天井穴,脅肋痛,10
天井穴,脖子酸痛,10
天井穴,蕁麻疹,10
天井穴,針眼,10
天井穴,頭痛,10
天井穴,頸部痠痛,10
天井穴,頸項痛,10
天井穴,驚悸,10
天井穴,麥粒腫,10
天士穴,氣喘,NULL
天宗穴,上肢冷,6
天宗穴,上肢雙側癱,6
天宗穴,上肢雙側麻痺,6
天宗穴,乳房硬結,6
天宗穴,乳房脹痛,6
天宗穴,乳癰,6
天宗穴,乳腺炎,6
天宗穴,五十肩,6
天宗穴,咳嗽,6
天宗穴,坐骨神經痛,6
天宗穴,氣喘,6
天宗穴,產後乳汁不足,6
天宗穴,肋間疼痛,6
天宗穴,肩背交接痛,6
天宗穴,肩胛下痛,6
天宗穴,肩胛疼痛,6
天宗穴,肩胛部位痛,6
天宗穴,肩關節炎,6
天宗穴,背痛,6
天宗穴,胸悶,6
天宗穴,胸脅支滿,6
天宗穴,脖子酸痛,6
天宗穴,臀部痛,6
天宗穴,落枕,6
天宗穴,頸部痠痛,6
天宗穴(上臂區),糖尿病,NULL
天容穴,中風,6
天容穴,前胸疼痛,6
天容穴,吞咽障礙,6
天容穴,咳嗽,6
天容穴,咽喉痛,6
天容穴,咽喉腫痛,6
天容穴,咽喉部乾燥,6
天容穴,喉氣管炎,6
天容穴,寒熱,6
天容穴,急性咽喉炎,6
天容穴,慢性喉炎,6
天容穴,扁桃腺炎,6
天容穴,氣喘,6
天容穴,牙周疾病,6
天容穴,牙齒痛,6
天容穴,牙齦出血,6
天容穴,牙齦腫脹,6
天容穴,甲狀腺機能減退,6
天容穴,甲狀腺炎,6
天容穴,甲狀腺腫,6
天容穴,耳聾,6
天容穴,耳鳴,6
天容穴,肋間疼痛,6
天容穴,胸悶,6
天容穴,胸痛,6
天容穴,脖子酸痛,6
天容穴,腮腺炎,6
天容穴,頭痛,6
天容穴,頸部痠痛,6
天容穴,頸項強痛,6
天府穴,中風,1
天府穴,全身性水腫,1
天府穴,呼吸氣短言語無力,1
天府穴,咳嗽,1
天府穴,咳血,1
天府穴,咽喉痛,1
天府穴,哮喘,1
天府穴,喉氣管炎,1
天府穴,嗜眠症,1
天府穴,嗜睡症,1
天府穴,容易健忘,1
天府穴,容易恐懼,1
天府穴,容易悲傷,1
天府穴,急性咽喉炎,1
天府穴,慢性喉炎,1
天府穴,支氣管炎,1
天府穴,暈眩,1
天府穴,梅尼爾氏病,1
天府穴,氣喘,1
天府穴,流鼻血,1
天府穴,甲狀腺機能減退,1
天府穴,甲狀腺炎,1
天府穴,甲狀腺腫,1
天府穴,瘧疾,1
天府穴,癭氣,1
天府穴,肩前部痛,1
天府穴,肩臂痛,1
天府穴,肺炎,1
天府穴,臂痛,1
天府穴,身體沈重,1
天府穴,遠視,1
天府穴,鼻衄,1
天柱穴,上呼吸道感染,7
天柱穴,五十肩,7
天柱穴,原發性高血壓,7
天柱穴,咽喉痛,7
天柱穴,咽炎,7
天柱穴,喉氣管炎,7
天柱穴,容易憂鬱,7
天柱穴,容易掉頭髮,7
天柱穴,小兒驚癇,7
天柱穴,後頭痛,7
天柱穴,急性咽喉炎,7
天柱穴,性冷感(非器質性),7
天柱穴,感冒,7
天柱穴,慢性喉炎,7
天柱穴,慢性鼻竇炎,7
天柱穴,暈眩,7
天柱穴,梅尼爾氏病,7
天柱穴,流鼻血,7
天柱穴,溢淚,7
天柱穴,熱病,7
天柱穴,癲狂癇,7
天柱穴,癲癇,7
天柱穴,白痰,7
天柱穴,白鼻涕,7
天柱穴,目眩,7
天柱穴,目赤痛,7
天柱穴,眩暈,7
天柱穴,眼睛乾澀疲勞,7
天柱穴,眼睛模糊,7
天柱穴,眼睛紅痛,7
天柱穴,眼部產生飛蚊現象,7
天柱穴,睡眠障礙,7
天柱穴,砂眼,7
天柱穴,神經衰弱症,7
天柱穴,禿頭,7
天柱穴,肩背交接痛,7
天柱穴,肩背病,7
天柱穴,肩背痛,7
天柱穴,脖子酸痛,7
天柱穴,腰痛,7
天柱穴,落枕,7
天柱穴,針眼,7
天柱穴,項強,7
天柱穴,頭痛,7
天柱穴,頭脹,7
天柱穴,頭重,7
天柱穴,頭重痛,7
天柱穴,頭髮乾燥,7
天柱穴,頸部痠痛,7
天柱穴,高血壓,7
天柱穴,黃痰,7
天柱穴,黃鼻涕,7
天柱穴,鼻塞,7
天柱穴,鼻子乾燥,7
天樞穴,不孕,3
天樞穴,便秘,3
天樞穴,嘔吐,3
天樞穴,奔豚,3
天樞穴,小便不利,3
天樞穴,慢性腹瀉,3
天樞穴,月經不調,3
天樞穴,水腫,3
天樞穴,泄瀉,3
天樞穴,消化不良,3
天樞穴,痢疾,3
天樞穴,繞臍痛,3
天樞穴,腸鳴腹脹,3
天樞穴,腹瀉,3
天樞穴,腹痛,3
天樞穴,腹脹,3
天樞穴,腹脹腸鳴,3
天樞穴,赤白帶下,3
天樞穴,霍亂,3
天樞穴,面腫,3
天樞穴,食不化,3
天池穴,乳房硬結,9
天池穴,乳癰,9
天池穴,乳腺炎,9
天池穴,前胸疼痛,9
天池穴,咳嗽,9
天池穴,容易嘆氣,9
天池穴,心包炎,9
天池穴,心煩,9
天池穴,心絞痛,9
天池穴,心肌炎,9
